amount,note,type_name,type_category
780,Примітка 4793,Кава,Інше
-67,Примітка 4794,Шафа,Їжа
-5,Примітка 4795,Кава,Інше
-269,Примітка 4796,Оренда офісу,Інше
892,Примітка 4797,Оренда офісу,Оренда
963,Примітка 4798,Ручка,Оренда
568,Примітка 4799,Папір,Інше
-477,Примітка 4800,Оренда офісу,Оренда
-348,Примітка 4801,Оренда офісу,Їжа
-643,Примітка 4802,Хліб,Канцелярія
2,Примітка 4803,Мило,Їжа
700,Примітка 4804,Мило,Інше
542,Примітка 4805,Кава,Їжа
-647,Примітка 4806,Мило,Їжа
548,Примітка 4807,Оренда офісу,Канцелярія
-340,Примітка 4808,Шафа,Інше
816,Примітка 4809,Ручка,Їжа
-985,Примітка 4810,Оренда офісу,Їжа
-28,Примітка 4811,Ручка,Інше
-76,Примітка 4812,Ручка,Оренда
327,Примітка 4813,Кава,Канцелярія
883,Примітка 4814,Оренда офісу,Канцелярія
507,Примітка 4815,Хліб,Канцелярія
83,Примітка 4816,Оренда офісу,Інше
-637,Примітка 4817,Оренда офісу,Канцелярія
-145,Примітка 4818,Кава,Їжа
486,Примітка 4819,Ручка,Інше
196,Примітка 4820,Мило,Інше
-709,Примітка 4821,Мило,Оренда
-336,Примітка 4822,Хліб,Інше
717,Примітка 4823,Шафа,Їжа
-744,Примітка 4824,Кава,Оренда
52,Примітка 4825,Оренда офісу,Їжа
-272,Примітка 4826,Ручка,Інше
-484,Примітка 4827,Мило,Канцелярія
188,Примітка 4828,Оренда офісу,Оренда
-815,Примітка 4829,Ручка,Оренда
-661,Примітка 4830,Папір,Канцелярія
-531,Примітка 4831,Шафа,Їжа
404,Примітка 4832,Папір,Канцелярія
824,Примітка 4833,Папір,Інше
-754,Примітка 4834,Ручка,Канцелярія
-485,Примітка 4835,Папір,Інше
-465,Примітка 4836,Мило,Оренда
782,Примітка 4837,Ручка,Канцелярія
56,Примітка 4838,Папір,Канцелярія
875,Примітка 4839,Кава,Інше
121,Примітка 4840,Оренда офісу,Оренда
174,Примітка 4841,Шафа,Оренда
425,Примітка 4842,Кава,Інше
898,Примітка 4843,Хліб,Канцелярія
754,Примітка 4844,Оренда офісу,Канцелярія
28,Примітка 4845,Хліб,Інше
919,Примітка 4846,Шафа,Канцелярія
-666,Примітка 4847,Папір,Їжа
-799,Примітка 4848,Папір,Канцелярія
516,Примітка 4849,Шафа,Їжа
711,Примітка 4850,Ручка,Інше
-116,Примітка 4851,Хліб,Канцелярія
-262,Примітка 4852,Кава,Інше
-261,Примітка 4853,Ручка,Оренда
-422,Примітка 4854,Шафа,Інше
84,Примітка 4855,Папір,Канцелярія
573,Примітка 4856,Хліб,Оренда
-746,Примітка 4857,Кава,Інше
452,Примітка 4858,Шафа,Їжа
519,Примітка 4859,Папір,Канцелярія
-260,Примітка 4860,Кава,Канцелярія
755,Примітка 4861,Оренда офісу,Їжа
721,Примітка 4862,Ручка,Оренда
52,Примітка 4863,Мило,Їжа
888,Примітка 4864,Кава,Їжа
-472,Примітка 4865,Оренда офісу,Оренда
550,Примітка 4866,Ручка,Оренда
828,Примітка 4867,Папір,Канцелярія
768,Примітка 4868,Ручка,Оренда
397,Примітка 4869,Папір,Оренда
-725,Примітка 4870,Оренда офісу,Оренда
201,Примітка 4871,Шафа,Інше
-195,Примітка 4872,Папір,Канцелярія
-995,Примітка 4873,Шафа,Оренда
267,Примітка 4874,Хліб,Їжа
-31,Примітка 4875,Оренда офісу,Канцелярія
500,Примітка 4876,Кава,Канцелярія
86,Примітка 4877,Мило,Їжа
-100,Примітка 4878,Кава,Їжа
200,Примітка 4879,Оренда офісу,Канцелярія
-96,Примітка 4880,Ручка,Інше
618,Примітка 4881,Ручка,Їжа
-8,Примітка 4882,Кава,Канцелярія
-157,Примітка 4883,Шафа,Канцелярія
442,Примітка 4884,Шафа,Оренда
-102,Примітка 4885,Шафа,Оренда
772,Примітка 4886,Шафа,Канцелярія
-386,Примітка 4887,Мило,Оренда
-772,Примітка 4888,Ручка,Канцелярія
621,Примітка 4889,Папір,Їжа
816,Примітка 4890,Ручка,Їжа
919,Примітка 4891,Папір,Їжа
400,Примітка 4892,Оренда офісу,Їжа
-304,Примітка 4893,Ручка,Їжа
797,Примітка 4894,Папір,Канцелярія
-51,Примітка 4895,Кава,Канцелярія
-475,Примітка 4896,Кава,Канцелярія
-532,Примітка 4897,Папір,Оренда
-945,Примітка 4898,Хліб,Їжа
-451,Примітка 4899,Шафа,Канцелярія
-850,Примітка 4900,Мило,Канцелярія
465,Примітка 4901,Хліб,Канцелярія
28,Примітка 4902,Оренда офісу,Канцелярія
787,Примітка 4903,Мило,Оренда
-708,Примітка 4904,Папір,Канцелярія
-904,Примітка 4905,Шафа,Канцелярія
-423,Примітка 4906,Папір,Канцелярія
421,Примітка 4907,Папір,Оренда
161,Примітка 4908,Кава,Канцелярія
733,Примітка 4909,Мило,Їжа
158,Примітка 4910,Ручка,Інше
987,Примітка 4911,Оренда офісу,Їжа
-551,Примітка 4912,Кава,Оренда
-233,Примітка 4913,Хліб,Оренда
48,Примітка 4914,Кава,Оренда
-704,Примітка 4915,Оренда офісу,Їжа
-406,Примітка 4916,Хліб,Інше
738,Примітка 4917,Папір,Оренда
-86,Примітка 4918,Хліб,Інше
-80,Примітка 4919,Шафа,Оренда
788,Примітка 4920,Оренда офісу,Інше
-153,Примітка 4921,Оренда офісу,Інше
-421,Примітка 4922,Шафа,Оренда
211,Примітка 4923,Шафа,Оренда
719,Примітка 4924,Шафа,Оренда
267,Примітка 4925,Оренда офісу,Оренда
506,Примітка 4926,Папір,Оренда
-938,Примітка 4927,Хліб,Канцелярія
501,Примітка 4928,Шафа,Інше
768,Примітка 4929,Оренда офісу,Інше
-519,Примітка 4930,Папір,Інше
905,Примітка 4931,Кава,Інше
856,Примітка 4932,Хліб,Інше
-920,Примітка 4933,Мило,Інше
-654,Примітка 4934,Кава,Оренда
-694,Примітка 4935,Оренда офісу,Їжа
999,Примітка 4936,Папір,Їжа
-97,Примітка 4937,Оренда офісу,Канцелярія
739,Примітка 4938,Хліб,Канцелярія
343,Примітка 4939,Папір,Інше
145,Примітка 4940,Ручка,Інше
-953,Примітка 4941,Кава,Оренда
544,Примітка 4942,Шафа,Канцелярія
-112,Примітка 4943,Хліб,Інше
-812,Примітка 4944,Оренда офісу,Канцелярія
-519,Примітка 4945,Оренда офісу,Їжа
-665,Примітка 4946,Оренда офісу,Оренда
-973,Примітка 4947,Кава,Їжа
855,Примітка 4948,Ручка,Оренда
-285,Примітка 4949,Ручка,Канцелярія
928,Примітка 4950,Шафа,Їжа
623,Примітка 4951,Хліб,Оренда
-49,Примітка 4952,Кава,Канцелярія
946,Примітка 4953,Папір,Канцелярія
-231,Примітка 4954,Шафа,Інше
147,Примітка 4955,Мило,Оренда
804,Примітка 4956,Мило,Інше
-634,Примітка 4957,Мило,Їжа
-554,Примітка 4958,Шафа,Оренда
294,Примітка 4959,Папір,Їжа
576,Примітка 4960,Оренда офісу,Канцелярія
-892,Примітка 4961,Ручка,Їжа
-811,Примітка 4962,Хліб,Оренда
-364,Примітка 4963,Мило,Канцелярія
-947,Примітка 4964,Папір,Оренда
-687,Примітка 4965,Хліб,Оренда
-837,Примітка 4966,Кава,Інше
-646,Примітка 4967,Мило,Їжа
77,Примітка 4968,Оренда офісу,Канцелярія
108,Примітка 4969,Папір,Оренда
-887,Примітка 4970,Оренда офісу,Інше
-86,Примітка 4971,Ручка,Канцелярія
-722,Примітка 4972,Оренда офісу,Інше
-56,Примітка 4973,Кава,Їжа
-749,Примітка 4974,Мило,Інше
378,Примітка 4975,Папір,Канцелярія
930,Примітка 4976,Оренда офісу,Їжа
77,Примітка 4977,Ручка,Оренда
-193,Примітка 4978,Шафа,Канцелярія
755,Примітка 4979,Папір,Канцелярія
537,Примітка 4980,Мило,Канцелярія
826,Примітка 4981,Хліб,Канцелярія
-907,Примітка 4982,Кава,Інше
-752,Примітка 4983,Кава,Оренда
562,Примітка 4984,Ручка,Канцелярія
110,Примітка 4985,Кава,Канцелярія
840,Примітка 4986,Шафа,Їжа
895,Примітка 4987,Кава,Інше
929,Примітка 4988,Кава,Канцелярія
-844,Примітка 4989,Мило,Канцелярія
-103,Примітка 4990,Папір,Канцелярія
14,Примітка 4991,Мило,Інше
-314,Примітка 4992,Кава,Їжа
-562,Примітка 4993,Шафа,Інше
-414,Примітка 4994,Кава,Їжа
-254,Примітка 4995,Хліб,Канцелярія
223,Примітка 4996,Мило,Оренда
-504,Примітка 4997,Кава,Інше
197,Примітка 4998,Папір,Інше
77,Примітка 4999,Ручка,Їжа
237,Примітка 5000,Кава,Оренда
-203,Примітка 5001,Папір,Інше
865,Примітка 5002,Мило,Інше
-424,Примітка 5003,Кава,Оренда
-922,Примітка 5004,Кава,Оренда
-450,Примітка 5005,Папір,Оренда
898,Примітка 5006,Хліб,Канцелярія
375,Примітка 5007,Хліб,Їжа
31,Примітка 5008,Папір,Оренда
602,Примітка 5009,Папір,Інше
535,Примітка 5010,Кава,Інше
208,Примітка 5011,Хліб,Канцелярія
935,Примітка 5012,Шафа,Їжа
-88,Примітка 5013,Оренда офісу,Оренда
748,Примітка 5014,Кава,Оренда
-422,Примітка 5015,Папір,Оренда
-804,Примітка 5016,Кава,Їжа
-161,Примітка 5017,Шафа,Інше
-455,Примітка 5018,Ручка,Канцелярія
798,Примітка 5019,Шафа,Інше
-346,Примітка 5020,Папір,Оренда
-287,Примітка 5021,Хліб,Оренда
-19,Примітка 5022,Оренда офісу,Канцелярія
-873,Примітка 5023,Папір,Оренда
654,Примітка 5024,Мило,Інше
256,Примітка 5025,Ручка,Канцелярія
760,Примітка 5026,Ручка,Інше
-378,Примітка 5027,Шафа,Канцелярія
380,Примітка 5028,Мило,Інше
325,Примітка 5029,Шафа,Інше
274,Примітка 5030,Ручка,Їжа
733,Примітка 5031,Оренда офісу,Інше
448,Примітка 5032,Папір,Інше
-667,Примітка 5033,Мило,Інше
836,Примітка 5034,Мило,Канцелярія
709,Примітка 5035,Шафа,Їжа
-120,Примітка 5036,Кава,Оренда
-937,Примітка 5037,Папір,Інше
263,Примітка 5038,Шафа,Оренда
552,Примітка 5039,Мило,Інше
-212,Примітка 5040,Папір,Інше
-498,Примітка 5041,Папір,Канцелярія
-80,Примітка 5042,Оренда офісу,Канцелярія
-486,Примітка 5043,Ручка,Оренда
-520,Примітка 5044,Хліб,Інше
178,Примітка 5045,Шафа,Оренда
-255,Примітка 5046,Оренда офісу,Канцелярія
-555,Примітка 5047,Ручка,Оренда
-221,Примітка 5048,Мило,Інше
355,Примітка 5049,Оренда офісу,Інше
929,Примітка 5050,Мило,Канцелярія
595,Примітка 5051,Ручка,Оренда
-195,Примітка 5052,Хліб,Інше
-283,Примітка 5053,Хліб,Інше
-634,Примітка 5054,Папір,Інше
-351,Примітка 5055,Ручка,Їжа
79,Примітка 5056,Кава,Оренда
-333,Примітка 5057,Ручка,Інше
825,Примітка 5058,Ручка,Їжа
243,Примітка 5059,Папір,Оренда
41,Примітка 5060,Папір,Їжа
363,Примітка 5061,Мило,Оренда
327,Примітка 5062,Кава,Їжа
981,Примітка 5063,Оренда офісу,Інше
-141,Примітка 5064,Мило,Оренда
-741,Примітка 5065,Папір,Оренда
740,Примітка 5066,Кава,Оренда
378,Примітка 5067,Шафа,Інше
-47,Примітка 5068,Шафа,Оренда
994,Примітка 5069,Мило,Оренда
-194,Примітка 5070,Оренда офісу,Канцелярія
572,Примітка 5071,Шафа,Їжа
931,Примітка 5072,Мило,Інше
82,Примітка 5073,Мило,Інше
-620,Примітка 5074,Хліб,Інше
723,Примітка 5075,Папір,Інше
779,Примітка 5076,Оренда офісу,Оренда
-776,Примітка 5077,Мило,Їжа
-441,Примітка 5078,Папір,Оренда
-594,Примітка 5079,Мило,Їжа
294,Примітка 5080,Папір,Оренда
-604,Примітка 5081,Мило,Їжа
507,Примітка 5082,Папір,Їжа
-482,Примітка 5083,Мило,Оренда
987,Примітка 5084,Ручка,Оренда
143,Примітка 5085,Оренда офісу,Оренда
878,Примітка 5086,Ручка,Їжа
374,Примітка 5087,Оренда офісу,Інше
-836,Примітка 5088,Ручка,Канцелярія
-538,Примітка 5089,Папір,Канцелярія
-898,Примітка 5090,Оренда офісу,Оренда
121,Примітка 5091,Оренда офісу,Оренда
-666,Примітка 5092,Оренда офісу,Їжа
298,Примітка 5093,Кава,Інше
219,Примітка 5094,Шафа,Оренда
234,Примітка 5095,Шафа,Оренда
-614,Примітка 5096,Оренда офісу,Оренда
475,Примітка 5097,Ручка,Інше
299,Примітка 5098,Ручка,Канцелярія
115,Примітка 5099,Хліб,Оренда
92,Примітка 5100,Ручка,Канцелярія
979,Примітка 5101,Оренда офісу,Оренда
423,Примітка 5102,Ручка,Їжа
-742,Примітка 5103,Папір,Інше
-467,Примітка 5104,Кава,Їжа
756,Примітка 5105,Папір,Інше
-161,Примітка 5106,Оренда офісу,Їжа
-131,Примітка 5107,Папір,Їжа
-331,Примітка 5108,Хліб,Оренда
-499,Примітка 5109,Шафа,Інше
-703,Примітка 5110,Оренда офісу,Їжа
-153,Примітка 5111,Мило,Канцелярія
322,Примітка 5112,Ручка,Канцелярія
810,Примітка 5113,Кава,Канцелярія
512,Примітка 5114,Шафа,Оренда
12,Примітка 5115,Кава,Оренда
-855,Примітка 5116,Ручка,Оренда
-394,Примітка 5117,Папір,Оренда
107,Примітка 5118,Оренда офісу,Канцелярія
588,Примітка 5119,Шафа,Оренда
-669,Примітка 5120,Кава,Інше
-158,Примітка 5121,Оренда офісу,Інше
536,Примітка 5122,Мило,Канцелярія
-504,Примітка 5123,Папір,Їжа
-543,Примітка 5124,Кава,Канцелярія
-396,Примітка 5125,Оренда офісу,Інше
-95,Примітка 5126,Оренда офісу,Канцелярія
152,Примітка 5127,Хліб,Канцелярія
829,Примітка 5128,Мило,Інше
112,Примітка 5129,Мило,Інше
-657,Примітка 5130,Шафа,Канцелярія
22,Примітка 5131,Мило,Їжа
8,Примітка 5132,Мило,Інше
-629,Примітка 5133,Мило,Їжа
665,Примітка 5134,Шафа,Канцелярія
182,Примітка 5135,Кава,Оренда
-954,Примітка 5136,Мило,Їжа
-233,Примітка 5137,Оренда офісу,Їжа
-872,Примітка 5138,Хліб,Їжа
-762,Примітка 5139,Кава,Інше
-367,Примітка 5140,Кава,Їжа
-134,Примітка 5141,Кава,Оренда
-187,Примітка 5142,Кава,Канцелярія
77,Примітка 5143,Папір,Їжа
90,Примітка 5144,Оренда офісу,Канцелярія
-245,Примітка 5145,Кава,Інше
-846,Примітка 5146,Оренда офісу,Їжа
-447,Примітка 5147,Хліб,Інше
-500,Примітка 5148,Хліб,Оренда
-274,Примітка 5149,Хліб,Канцелярія
254,Примітка 5150,Папір,Оренда
-386,Примітка 5151,Ручка,Оренда
522,Примітка 5152,Хліб,Їжа
-113,Примітка 5153,Шафа,Канцелярія
-299,Примітка 5154,Папір,Інше
813,Примітка 5155,Кава,Канцелярія
-851,Примітка 5156,Папір,Інше
952,Примітка 5157,Кава,Канцелярія
-396,Примітка 5158,Шафа,Їжа
311,Примітка 5159,Папір,Оренда
235,Примітка 5160,Папір,Оренда
-760,Примітка 5161,Мило,Інше
-698,Примітка 5162,Оренда офісу,Оренда
952,Примітка 5163,Оренда офісу,Канцелярія
-121,Примітка 5164,Шафа,Інше
-966,Примітка 5165,Кава,Їжа
629,Примітка 5166,Мило,Їжа
115,Примітка 5167,Ручка,Їжа
737,Примітка 5168,Оренда офісу,Їжа
600,Примітка 5169,Шафа,Канцелярія
-900,Примітка 5170,Шафа,Їжа
267,Примітка 5171,Кава,Інше
-490,Примітка 5172,Ручка,Їжа
-270,Примітка 5173,Ручка,Оренда
-740,Примітка 5174,Хліб,Оренда
307,Примітка 5175,Мило,Інше
-266,Примітка 5176,Мило,Інше
-766,Примітка 5177,Папір,Канцелярія
-939,Примітка 5178,Оренда офісу,Їжа
471,Примітка 5179,Хліб,Їжа
-349,Примітка 5180,Оренда офісу,Канцелярія
408,Примітка 5181,Хліб,Канцелярія
-245,Примітка 5182,Хліб,Інше
116,Примітка 5183,Папір,Оренда
-115,Примітка 5184,Хліб,Оренда
514,Примітка 5185,Папір,Канцелярія
-189,Примітка 5186,Хліб,Оренда
-983,Примітка 5187,Хліб,Їжа
-109,Примітка 5188,Кава,Інше
-939,Примітка 5189,Папір,Інше
117,Примітка 5190,Мило,Канцелярія
598,Примітка 5191,Шафа,Канцелярія
-503,Примітка 5192,Мило,Канцелярія
160,Примітка 5193,Хліб,Їжа
359,Примітка 5194,Папір,Їжа
562,Примітка 5195,Оренда офісу,Канцелярія
-411,Примітка 5196,Ручка,Їжа
-753,Примітка 5197,Кава,Оренда
-590,Примітка 5198,Кава,Канцелярія
826,Примітка 5199,Мило,Канцелярія
-338,Примітка 5200,Хліб,Інше
-230,Примітка 5201,Хліб,Інше
-240,Примітка 5202,Кава,Оренда
-948,Примітка 5203,Кава,Оренда
23,Примітка 5204,Мило,Їжа
-435,Примітка 5205,Мило,Їжа
775,Примітка 5206,Мило,Канцелярія
-388,Примітка 5207,Мило,Оренда
803,Примітка 5208,Оренда офісу,Канцелярія
557,Примітка 5209,Шафа,Канцелярія
689,Примітка 5210,Хліб,Канцелярія
-69,Примітка 5211,Кава,Інше
655,Примітка 5212,Ручка,Їжа
-273,Примітка 5213,Шафа,Інше
-328,Примітка 5214,Оренда офісу,Оренда
530,Примітка 5215,Оренда офісу,Інше
-770,Примітка 5216,Ручка,Канцелярія
748,Примітка 5217,Мило,Оренда
127,Примітка 5218,Кава,Їжа
-930,Примітка 5219,Ручка,Канцелярія
-572,Примітка 5220,Мило,Оренда
310,Примітка 5221,Папір,Канцелярія
-527,Примітка 5222,Мило,Оренда
-425,Примітка 5223,Ручка,Інше
918,Примітка 5224,Шафа,Інше
-805,Примітка 5225,Мило,Інше
162,Примітка 5226,Мило,Інше
-975,Примітка 5227,Ручка,Оренда
-244,Примітка 5228,Папір,Оренда
108,Примітка 5229,Оренда офісу,Оренда
-969,Примітка 5230,Мило,Оренда
-607,Примітка 5231,Кава,Канцелярія
195,Примітка 5232,Папір,Їжа
179,Примітка 5233,Ручка,Оренда
-780,Примітка 5234,Папір,Оренда
-949,Примітка 5235,Оренда офісу,Оренда
-833,Примітка 5236,Хліб,Канцелярія
913,Примітка 5237,Оренда офісу,Інше
815,Примітка 5238,Мило,Їжа
203,Примітка 5239,Ручка,Канцелярія
-908,Примітка 5240,Папір,Їжа
75,Примітка 5241,Папір,Їжа
939,Примітка 5242,Ручка,Канцелярія
101,Примітка 5243,Ручка,Канцелярія
864,Примітка 5244,Мило,Інше
-210,Примітка 5245,Папір,Їжа
861,Примітка 5246,Кава,Оренда
-231,Примітка 5247,Папір,Канцелярія
-627,Примітка 5248,Хліб,Канцелярія
-741,Примітка 5249,Мило,Оренда
299,Примітка 5250,Оренда офісу,Оренда
-714,Примітка 5251,Мило,Їжа
564,Примітка 5252,Хліб,Канцелярія
-262,Примітка 5253,Папір,Їжа
525,Примітка 5254,Мило,Оренда
863,Примітка 5255,Мило,Їжа
111,Примітка 5256,Оренда офісу,Оренда
523,Примітка 5257,Хліб,Оренда
-37,Примітка 5258,Ручка,Оренда
-136,Примітка 5259,Мило,Інше
493,Примітка 5260,Шафа,Інше
488,Примітка 5261,Мило,Їжа
304,Примітка 5262,Оренда офісу,Їжа
-205,Примітка 5263,Шафа,Їжа
338,Примітка 5264,Мило,Інше
606,Примітка 5265,Хліб,Канцелярія
-983,Примітка 5266,Шафа,Канцелярія
-150,Примітка 5267,Кава,Канцелярія
-210,Примітка 5268,Хліб,Їжа
-642,Примітка 5269,Ручка,Інше
-672,Примітка 5270,Шафа,Інше
-384,Примітка 5271,Оренда офісу,Їжа
-100,Примітка 5272,Шафа,Канцелярія
-798,Примітка 5273,Оренда офісу,Канцелярія
32,Примітка 5274,Ручка,Інше
-669,Примітка 5275,Мило,Канцелярія
-523,Примітка 5276,Шафа,Їжа
-78,Примітка 5277,Кава,Інше
663,Примітка 5278,Папір,Інше
-528,Примітка 5279,Кава,Оренда
187,Примітка 5280,Шафа,Їжа
221,Примітка 5281,Папір,Їжа
-437,Примітка 5282,Хліб,Оренда
31,Примітка 5283,Мило,Оренда
-357,Примітка 5284,Шафа,Канцелярія
-660,Примітка 5285,Папір,Канцелярія
601,Примітка 5286,Хліб,Інше
-427,Примітка 5287,Мило,Канцелярія
-319,Примітка 5288,Ручка,Інше
-401,Примітка 5289,Шафа,Їжа
449,Примітка 5290,Кава,Канцелярія
63,Примітка 5291,Шафа,Їжа
-76,Примітка 5292,Мило,Їжа
-532,Примітка 5293,Шафа,Оренда
86,Примітка 5294,Оренда офісу,Оренда
83,Примітка 5295,Хліб,Їжа
735,Примітка 5296,Ручка,Їжа
805,Примітка 5297,Кава,Інше
-305,Примітка 5298,Папір,Їжа
204,Примітка 5299,Мило,Канцелярія
363,Примітка 5300,Оренда офісу,Канцелярія
489,Примітка 5301,Кава,Інше
45,Примітка 5302,Оренда офісу,Оренда
-129,Примітка 5303,Оренда офісу,Оренда
-658,Примітка 5304,Шафа,Інше
995,Примітка 5305,Хліб,Інше
-84,Примітка 5306,Папір,Канцелярія
-434,Примітка 5307,Мило,Оренда
-673,Примітка 5308,Кава,Канцелярія
-467,Примітка 5309,Оренда офісу,Оренда
681,Примітка 5310,Кава,Інше
673,Примітка 5311,Хліб,Інше
-526,Примітка 5312,Мило,Оренда
-426,Примітка 5313,Шафа,Оренда
387,Примітка 5314,Мило,Канцелярія
482,Примітка 5315,Оренда офісу,Оренда
-654,Примітка 5316,Оренда офісу,Інше
461,Примітка 5317,Оренда офісу,Канцелярія
-298,Примітка 5318,Оренда офісу,Канцелярія
369,Примітка 5319,Мило,Інше
-169,Примітка 5320,Ручка,Їжа
-435,Примітка 5321,Мило,Оренда
-252,Примітка 5322,Шафа,Оренда
-123,Примітка 5323,Кава,Їжа
-658,Примітка 5324,Шафа,Їжа
-381,Примітка 5325,Шафа,Їжа
-499,Примітка 5326,Шафа,Інше
-158,Примітка 5327,Шафа,Канцелярія
203,Примітка 5328,Папір,Їжа
941,Примітка 5329,Мило,Інше
-82,Примітка 5330,Папір,Оренда
303,Примітка 5331,Папір,Оренда
164,Примітка 5332,Кава,Канцелярія
698,Примітка 5333,Мило,Інше
-15,Примітка 5334,Папір,Канцелярія
914,Примітка 5335,Мило,Інше
-14,Примітка 5336,Оренда офісу,Оренда
791,Примітка 5337,Папір,Інше
-621,Примітка 5338,Мило,Інше
371,Примітка 5339,Кава,Оренда
491,Примітка 5340,Кава,Інше
715,Примітка 5341,Папір,Інше
426,Примітка 5342,Оренда офісу,Інше
850,Примітка 5343,Хліб,Їжа
355,Примітка 5344,Мило,Канцелярія
-722,Примітка 5345,Ручка,Інше
-130,Примітка 5346,Папір,Інше
-570,Примітка 5347,Ручка,Канцелярія
740,Примітка 5348,Шафа,Інше
486,Примітка 5349,Хліб,Їжа
923,Примітка 5350,Оренда офісу,Їжа
186,Примітка 5351,Шафа,Їжа
226,Примітка 5352,Мило,Канцелярія
21,Примітка 5353,Папір,Їжа
-375,Примітка 5354,Шафа,Оренда
589,Примітка 5355,Оренда офісу,Оренда
454,Примітка 5356,Кава,Інше
-45,Примітка 5357,Папір,Їжа
-228,Примітка 5358,Кава,Їжа
710,Примітка 5359,Шафа,Інше
-425,Примітка 5360,Папір,Інше
440,Примітка 5361,Хліб,Інше
948,Примітка 5362,Шафа,Інше
949,Примітка 5363,Папір,Оренда
-317,Примітка 5364,Оренда офісу,Оренда
623,Примітка 5365,Оренда офісу,Оренда
126,Примітка 5366,Оренда офісу,Інше
-825,Примітка 5367,Ручка,Оренда
-19,Примітка 5368,Папір,Оренда
-831,Примітка 5369,Мило,Оренда
341,Примітка 5370,Мило,Їжа
232,Примітка 5371,Оренда офісу,Інше
-304,Примітка 5372,Кава,Їжа
938,Примітка 5373,Мило,Інше
232,Примітка 5374,Шафа,Їжа
-735,Примітка 5375,Оренда офісу,Інше
-22,Примітка 5376,Шафа,Інше
-604,Примітка 5377,Мило,Їжа
324,Примітка 5378,Хліб,Оренда
325,Примітка 5379,Папір,Інше
-697,Примітка 5380,Ручка,Інше
-245,Примітка 5381,Мило,Їжа
-581,Примітка 5382,Оренда офісу,Інше
-913,Примітка 5383,Ручка,Канцелярія
-319,Примітка 5384,Мило,Канцелярія
-70,Примітка 5385,Мило,Інше
420,Примітка 5386,Кава,Їжа
-630,Примітка 5387,Папір,Канцелярія
-88,Примітка 5388,Кава,Канцелярія
629,Примітка 5389,Кава,Оренда
753,Примітка 5390,Хліб,Канцелярія
-609,Примітка 5391,Ручка,Оренда
783,Примітка 5392,Оренда офісу,Їжа
-666,Примітка 5393,Шафа,Оренда
-307,Примітка 5394,Мило,Інше
938,Примітка 5395,Оренда офісу,Їжа
311,Примітка 5396,Мило,Оренда
98,Примітка 5397,Оренда офісу,Канцелярія
923,Примітка 5398,Оренда офісу,Їжа
300,Примітка 5399,Оренда офісу,Їжа
68,Примітка 5400,Оренда офісу,Канцелярія
154,Примітка 5401,Ручка,Оренда
-751,Примітка 5402,Оренда офісу,Інше
-482,Примітка 5403,Кава,Інше
261,Примітка 5404,Мило,Їжа
704,Примітка 5405,Папір,Оренда
-840,Примітка 5406,Мило,Їжа
-981,Примітка 5407,Папір,Канцелярія
-937,Примітка 5408,Шафа,Оренда
760,Примітка 5409,Ручка,Канцелярія
458,Примітка 5410,Оренда офісу,Оренда
328,Примітка 5411,Ручка,Інше
574,Примітка 5412,Мило,Інше
-500,Примітка 5413,Шафа,Інше
-539,Примітка 5414,Кава,Їжа
417,Примітка 5415,Папір,Оренда
-86,Примітка 5416,Шафа,Інше
888,Примітка 5417,Папір,Інше
-874,Примітка 5418,Мило,Оренда
715,Примітка 5419,Мило,Канцелярія
388,Примітка 5420,Мило,Інше
576,Примітка 5421,Оренда офісу,Канцелярія
-469,Примітка 5422,Ручка,Інше
-624,Примітка 5423,Оренда офісу,Інше
-815,Примітка 5424,Хліб,Оренда
935,Примітка 5425,Ручка,Канцелярія
295,Примітка 5426,Ручка,Інше
957,Примітка 5427,Ручка,Їжа
-418,Примітка 5428,Ручка,Оренда
-248,Примітка 5429,Шафа,Канцелярія
-729,Примітка 5430,Мило,Оренда
179,Примітка 5431,Хліб,Оренда
-359,Примітка 5432,Мило,Оренда
-58,Примітка 5433,Папір,Їжа
906,Примітка 5434,Ручка,Інше
-688,Примітка 5435,Ручка,Канцелярія
184,Примітка 5436,Оренда офісу,Інше
-352,Примітка 5437,Мило,Оренда
-184,Примітка 5438,Кава,Оренда
-979,Примітка 5439,Шафа,Інше
-751,Примітка 5440,Кава,Інше
357,Примітка 5441,Хліб,Оренда
450,Примітка 5442,Оренда офісу,Інше
-179,Примітка 5443,Оренда офісу,Оренда
-473,Примітка 5444,Шафа,Їжа
-260,Примітка 5445,Папір,Їжа
-365,Примітка 5446,Оренда офісу,Канцелярія
691,Примітка 5447,Хліб,Їжа
-740,Примітка 5448,Кава,Оренда
175,Примітка 5449,Папір,Канцелярія
811,Примітка 5450,Шафа,Інше
-637,Примітка 5451,Ручка,Оренда
-853,Примітка 5452,Ручка,Інше
741,Примітка 5453,Папір,Інше
-810,Примітка 5454,Папір,Інше
861,Примітка 5455,Папір,Канцелярія
424,Примітка 5456,Хліб,Канцелярія
543,Примітка 5457,Шафа,Оренда
423,Примітка 5458,Папір,Їжа
-239,Примітка 5459,Оренда офісу,Інше
809,Примітка 5460,Мило,Інше
182,Примітка 5461,Ручка,Канцелярія
-477,Примітка 5462,Ручка,Канцелярія
595,Примітка 5463,Оренда офісу,Їжа
848,Примітка 5464,Хліб,Інше
494,Примітка 5465,Ручка,Оренда
